Front,Back,vocab?,deckName,noteId,modelName,tags,Audio,Description,English Audio,Image,Image to Thai name card,Literal,Mnemonic,Notes,Phrase No.,Picture,Region,Thai Audio,Thai audio,rank
ที่ [sound:google-fc983f87-e3558dc3-c39eca48-30c3ac2c-7ad7f95f.mp3],at,FALSE,~Freq 4000,1399818767972,Basic (and reversed card),,,,,,,,,,,,,,,1
ได้ [sound:google-4026d400-17fc95ff-b1e5d3bc-b5d2148c-cc6c642d.mp3],can,FALSE,~Freq 4000,1399818767973,Basic (and reversed card),,,,,,,,,,,,,,,2
จะ [sound:google-59b46f52-170716e0-0306b9ec-cc23b818-58db9405.mp3],will,FALSE,~Freq 4000,1399818767974,Basic (and reversed card),,,,,,,,,,,,,,,3
นี้ [sound:google-4ba9f822-0ca22182-e190816d-5e82e244-6ab65800.mp3],this,FALSE,~Freq 4000,1399818767975,Basic (and reversed card),,,,,,,,,,,,,,,4
ว่า [sound:google-e4912abf-85923290-00581e64-50240900-98372155.mp3],that; think,FALSE,~Freq 4000,1399818767976,Basic (and reversed card),,,,,,,,,,,,,,,5
เป็น [sound:google-7b9e3ff7-5b02839b-a1bb2671-0894e928-a0704954.mp3],is; be able,FALSE,~Freq 4000,1399818767977,Basic (and reversed card),,,,,,,,,,,,,,,6
มี [sound:google-b7cb1dd1-bd23517e-62924fbf-d09351af-a2a120fc.mp3],have; there is,FALSE,~Freq 4000,1399818767978,Basic (and reversed card),,,,,,,,,,,,,,,7
ให้ [sound:google-b2e35988-d78187d5-12c7471c-122c6134-5fc5aaf2.mp3],for,FALSE,~Freq 4000,1399818767979,Basic (and reversed card),,,,,,,,,,,,,,,8
ต้อง [sound:google-b114c15d-a72aab19-e4cd103a-7153eb18-5a7c778c.mp3],must,FALSE,~Freq 4000,1399818767980,Basic (and reversed card),,,,,,,,,,,,,,,9
ของ [sound:google-dc6ffb53-616c0a31-b2f07192-c7f00d42-9d9a7d5b.mp3],of,FALSE,~Freq 4000,1399818767981,Basic (and reversed card),,,,,,,,,,,,,,,10
กับ [sound:google-2399b55d-1cd53192-2d6758fc-e50261a9-712720ab.mp3],with,FALSE,~Freq 4000,1399818767982,Basic (and reversed card),,,,,,,,,,,,,,,11
ไม่ [sound:google-74379e0b-5b976b19-09ecebe2-76210d0d-06961e7c.mp3],not,FALSE,~Freq 4000,1399818767983,Basic (and reversed card),,,,,,,,,,,,,,,12
และ [sound:google-c2ca434d-c8d18f4b-f3dc7cee-abb96b56-6ba78bcc.mp3],and,FALSE,~Freq 4000,1399818767984,Basic (and reversed card),,,,,,,,,,,,,,,13
ใน [sound:google-c9d68cc9-a73ffb9a-77c5c844-255bb16d-9c61644d.mp3],in,FALSE,~Freq 4000,1399818767985,Basic (and reversed card),,,,,,,,,,,,,,,14
กัน [sound:google-bc3a0cc7-1c8c425e-dbfb22d2-a9bcb1d7-7ba3490a.mp3],together,FALSE,~Freq 4000,1399818767986,Basic (and reversed card),,,,,,,,,,,,,,,15
ขึ้น [sound:google-dde889b4-ec4d6cee-ba1484ee-f93a1481-da46e8b5.mp3],increase; up,FALSE,~Freq 4000,1399818767987,Basic (and reversed card),,,,,,,,,,,,,,,16
ด้วย [sound:google-84f0d8f3-acacb59d-5506db0e-c5bc4124-08f8d4a4.mp3],with; also,FALSE,~Freq 4000,1399818767988,Basic (and reversed card),,,,,,,,,,,,,,,17
จาก [sound:google-ffd46f0d-dea8c624-6e21c1b8-a36b7e6d-6f14f6dd.mp3],from,FALSE,~Freq 4000,1399818767989,Basic (and reversed card),,,,,,,,,,,,,,,18
การ [sound:google-4ab394b3-5b267bce-4b9a7c4e-2e47e535-8b642e1f.mp3],the process of; work; job,FALSE,~Freq 4000,1399818767990,Basic (and reversed card),,,,,,,,,,,,,,,19
ไป [sound:google-19bc61a0-8ef86d82-6da9fdd3-4fefc2dd-09043b9b.mp3],go,FALSE,~Freq 4000,1399818767991,Basic (and reversed card),,,,,,,,,,,,,,,20
มา [sound:google-cce93024-e6568951-84aa014e-98219aa0-c96a181d.mp3],come,FALSE,~Freq 4000,1399818767992,Basic (and reversed card),,,,,,,,,,,,,,,21
ถึง [sound:google-5998378d-639f7d7e-39e22a43-4194bcb9-78c63446.mp3],reach; arrive at,FALSE,~Freq 4000,1399818767993,Basic (and reversed card),,,,,,,,,,,,,,,22
กว่า [sound:google-54cf47d3-bd7ef01c-4578d3b3-6b33676d-bd657638.mp3],than,FALSE,~Freq 4000,1399818767994,Basic (and reversed card),,,,,,,,,,,,,,,23
ทั้ง [sound:google-505cec36-fd7cf9f0-a6c269cb-a7f9d6b8-e41e4e82.mp3],all; both,FALSE,~Freq 4000,1399818767995,Basic (and reversed card),,,,,,,,,,,,,,,24
เมื่อ [sound:google-fe894970-d9d9faec-d326060b-4564b965-8e0fb654.mp3],when,FALSE,~Freq 4000,1399818767996,Basic (and reversed card),,,,,,,,,,,,,,,25
คน [sound:google-5376d633-38cae2b8-5c105240-1f609276-aa92ce41.mp3],person,FALSE,~Freq 4000,1399818767997,Basic (and reversed card),,,,,,,,,,,,,,,26
แต่ [sound:google-31b51afc-1774f4ad-33449299-e439972c-f74cae7b.mp3],but,FALSE,~Freq 4000,1399818767998,Basic (and reversed card),,,,,,,,,,,,,,,27
อยู่ [sound:google-e1038757-0a93f99f-b803eeeb-dfe9f335-83a751e9.mp3],located; present; exists,FALSE,~Freq 4000,1399818767999,Basic (and reversed card),,,,,,,,,,,,,,,28
ก็ [sound:google-ef9500c1-1ab986bc-532c6edb-d2143de8-dd73c1b9.mp3],then,FALSE,~Freq 4000,1399818768000,Basic (and reversed card),,,,,,,,,,,,,,,29
เรื่อง [sound:google-7fea8260-6988de44-a1900e2f-4fedc0a7-d84ff556.mp3],subject; story,FALSE,~Freq 4000,1399818768001,Basic (and reversed card),,,,,,,,,,,,,,,30
อย่าง [sound:google-2699213c-9a9f8264-4a50988d-4408706b-794e1211.mp3],type; like,FALSE,~Freq 4000,1399818768002,Basic (and reversed card),,,,,,,,,,,,,,,31
ความ [sound:google-b004d7f5-6468f6be-5329bc53-952d2b91-a8ab9f1a.mp3],matter; affair; subject,FALSE,~Freq 4000,1399818768003,Basic (and reversed card),,,,,,,,,,,,,,,32
นั้น [sound:google-7d1b5588-5702f331-412ae70d-6d2e2870-5ee88b9a.mp3],that,FALSE,~Freq 4000,1399818768004,Basic (and reversed card),,,,,,,,,,,,,,,33
มาก [sound:google-f7ddd3b4-a6279ea6-a5657d6a-6e2b654d-a2a61221.mp3],much,FALSE,~Freq 4000,1399818768005,Basic (and reversed card),,,,,,,,,,,,,,,34
แล้ว [sound:google-2082d0e4-a1044fa1-c4865ef8-23983f29-4e0908f7.mp3],already,FALSE,~Freq 4000,1399818768006,Basic (and reversed card),,,,,,,,,,,,,,,35
ถูก [sound:google-9c0888d9-f5fce5c3-293d73a3-0b879c0e-ca31921d.mp3],cheap,FALSE,~Freq 4000,1399818768007,Basic (and reversed card),,,,,,,,,,,,,,,36
ไว้ [sound:google-a213fe2b-39d9d138-a6167660-9b2838eb-79536206.mp3],to put in place; trust; to preserve,FALSE,~Freq 4000,1399818768008,Basic (and reversed card),,,,,,,,,,,,,,,37
หรือ [sound:google-f223ca41-34e251bc-25404a8d-9ef5202a-c027f09d.mp3],or,FALSE,~Freq 4000,1399818768009,Basic (and reversed card),,,,,,,,,,,,,,,38
เพราะ [sound:google-e9bbccb8-eb4235d1-f3ce7d9f-de99e2ed-0719f6af.mp3],because,FALSE,~Freq 4000,1399818768010,Basic (and reversed card),,,,,,,,,,,,,,,39
เวลา [sound:google-01c5f47d-2f82047b-31e6d890-e229f4a4-fd73eaf5.mp3],time,FALSE,~Freq 4000,1399818768011,Basic (and reversed card),,,,,,,,,,,,,,,40
ยัง [sound:google-917d3ddc-dd9e1bb0-48a64785-1b01515e-e493b03c.mp3],still,FALSE,~Freq 4000,1399818768012,Basic (and reversed card),,,,,,,,,,,,,,,41
ทำ [sound:google-3fed85e4-6650bc4b-9c000422-3f207891-565a75db.mp3],do,FALSE,~Freq 4000,1399818768013,Basic (and reversed card),,,,,,,,,,,,,,,42
เห็น [sound:google-034d35e6-ce30333e-a4016c58-f28c150a-e2f8da4e.mp3],see,FALSE,~Freq 4000,1399818768014,Basic (and reversed card),,,,,,,,,,,,,,,43
เข้า [sound:google-e94fdd8a-970c0f01-c8d10bfa-68c6ba97-3664307f.mp3],enter,FALSE,~Freq 4000,1399818768015,Basic (and reversed card),,,,,,,,,,,,,,,44
ชั้น [sound:google-c46622ad-cea2f45a-7b6019fd-86e6e517-0f56de7a.mp3],layer; level; grade,FALSE,~Freq 4000,1399818768016,Basic (and reversed card),,,,,,,,,,,,,,,45
ซึ่ง [sound:google-f30e1b43-c9c68e73-e26b0bb2-9da68b4c-8648c4be.mp3],which,FALSE,~Freq 4000,1399818768017,Basic (and reversed card),,,,,,,,,,,,,,,46
ลง [sound:google-aa771c3c-48e22365-66707f6d-94f991e4-4089a5d5.mp3],down,FALSE,~Freq 4000,1399818768018,Basic (and reversed card),,,,,,,,,,,,,,,47
ถ้า [sound:google-58f0721b-d5b93644-27816c4b-609e3bb1-47ecca80.mp3],if,FALSE,~Freq 4000,1399818768019,Basic (and reversed card),,,,,,,,,,,,,,,48
ตัว [sound:google-50f38c42-ed49022d-66572ca1-930205dc-2bbacb68.mp3],body,FALSE,~Freq 4000,1399818768020,Basic (and reversed card),,,,,,,,,,,,,,,49
ใช้ [sound:google-a10814fd-f86a6615-82d79808-892592bb-95cb3d36.mp3],use,FALSE,~Freq 4000,1399818768021,Basic (and reversed card),,,,,,,,,,,,,,,50
ตาม [sound:google-b1204b89-49d48640-4c8d7670-f88d62ae-79e2c335.mp3],follow; acccording,FALSE,~Freq 4000,1399818768022,Basic (and reversed card),,,,,,,,,,,,,,,51
อีก [sound:google-bc7c82a2-d1c9e7a8-e6ea4dd1-1821432a-d2c6499d.mp3],more,FALSE,~Freq 4000,1399818768023,Basic (and reversed card),,,,,,,,,,,,,,,52
บาง [sound:google-2cebea75-dcf87657-fb583531-4fc01695-c7961acd.mp3],some; thin,FALSE,~Freq 4000,1399818768024,Basic (and reversed card),,,,,,,,,,,,,,,53
ทำให้ [sound:google-651da9dc-01d10e2a-d1b70f81-34cf7c26-e0ee93e6.mp3],make,FALSE,~Freq 4000,1399818768025,Basic (and reversed card),,,,,,,,,,,,,,,54
ทาง [sound:google-4cc265d4-ab9ca32b-4f7413a4-8bedf514-11c306d2.mp3],way; direction,FALSE,~Freq 4000,1399818768026,Basic (and reversed card),,,,,,,,,,,,,,,55
แบบ [sound:google-78e8fe45-678c2a5c-46006b76-303e852a-4e5e8a56.mp3],model; style,FALSE,~Freq 4000,1399818768027,Basic (and reversed card),,,,,,,,,,,,,,,56
ออก [sound:google-b4a383ed-8939d138-ac6eea9b-6431cf50-c9b00b9f.mp3],exit,FALSE,~Freq 4000,1399818768028,Basic (and reversed card),,,,,,,,,,,,,,,57
ที่สุด [sound:google-a68422af-043693d4-f8c1ea2f-d220ef92-37951b53.mp3],most,FALSE,~Freq 4000,1399818768029,Basic (and reversed card),,,,,,,,,,,,,,,58
เรา [sound:google-7fb8ef9d-b46697fa-fa93a3fd-0ed3f24b-eafd2242.mp3],we; us,FALSE,~Freq 4000,1399818768030,Basic (and reversed card),,,,,,,,,,,,,,,59
โดย [sound:google-2c19d995-4c0ae059-047fab42-d5972b60-3988a4a4.mp3],by,FALSE,~Freq 4000,1399818768031,Basic (and reversed card),,,,,,,,,,,,,,,60
ดี [sound:google-8c96cdbd-1a4ec958-45421a1f-a21a34c7-6f8aafe4.mp3],good,FALSE,~Freq 4000,1399818768032,Basic (and reversed card),,,,,,,,,,,,,,,61
เพื่อ [sound:google-11f31d37-2b627920-c744140d-a106b841-fb54e552.mp3],for,FALSE,~Freq 4000,1399818768033,Basic (and reversed card),,,,,,,,,,,,,,,62
จึง [sound:google-93845900-1cb76dbe-8d61484e-f7baa9ea-064343d9.mp3],therefore,FALSE,~Freq 4000,1399818768034,Basic (and reversed card),,,,,,,,,,,,,,,63
ต่อ [sound:google-afde040f-8923375d-27e8664d-0676b3e0-c712ba65.mp3],to; connector; per,FALSE,~Freq 4000,1399818768035,Basic (and reversed card),,,,,,,,,,,,,,,64
ครั้ง [sound:google-283f6c9a-64204506-4717afeb-3f98dfbd-dbe4b7fa.mp3],time,FALSE,~Freq 4000,1399818768036,Basic (and reversed card),,,,,,,,,,,,,,,65
เขา [sound:google-8653d1cb-0d31b8e2-d0f14210-b2736ba9-ac52a951.mp3],he,FALSE,~Freq 4000,1399818768037,Basic (and reversed card),,,,,,,,,,,,,,,66
หลาย [sound:google-b79af292-57b4baf6-14eb6ffe-0bc51a53-de8714b0.mp3],many,FALSE,~Freq 4000,1399818768038,Basic (and reversed card),,,,,,,,,,,,,,,67
ทุก [sound:google-70de0ab2-c9816dbb-1b00cae1-76f6b9f6-ffba0c12.mp3],each,FALSE,~Freq 4000,1399818768039,Basic (and reversed card),,,,,,,,,,,,,,,68
ผู้ [sound:google-0cc24767-7b53c590-98cf631f-d6a12eac-435f407c.mp3],person,FALSE,~Freq 4000,1399818768040,Basic (and reversed card),,,,,,,,,,,,,,,69
น้อย [sound:google-87c47961-fab59d54-7a4532db-19c9f34b-19725fa7.mp3],little,FALSE,~Freq 4000,1399818768041,Basic (and reversed card),,,,,,,,,,,,,,,70
คือ [sound:google-deb74366-dd5f9c29-1c17ca90-98a96aa3-764b6136.mp3],is,FALSE,~Freq 4000,1399818768042,Basic (and reversed card),,,,,,,,,,,,,,,71
หาก [sound:google-26742d13-b8cd134b-14f4dc8f-e0e80889-81b47e66.mp3],if,FALSE,~Freq 4000,1399818768043,Basic (and reversed card),,,,,,,,,,,,,,,72
เกิด [sound:google-b7f64943-2b2ffe3a-116e1f9e-47ddc98c-b132b0a2.mp3],born,FALSE,~Freq 4000,1399818768044,Basic (and reversed card),,,,,,,,,,,,,,,73
ปี [sound:google-c9a8c6dc-8b1a0af2-1693d45d-87ee3d9c-8a69378f.mp3],year,FALSE,~Freq 4000,1399818768045,Basic (and reversed card),,,,,,,,,,,,,,,74
งาน [sound:google-e450da6f-b4bcf8ab-e6525999-934b5883-e0aac52a.mp3],work; festival,FALSE,~Freq 4000,1399818768046,Basic (and reversed card),,,,,,,,,,,,,,,75
ใหม่ [sound:google-a6f99875-a071b851-12b935be-e2ea9c9f-e069de35.mp3],new,FALSE,~Freq 4000,1399818768047,Basic (and reversed card),,,,,,,,,,,,,,,76
ตั้ง [sound:google-dc62cbed-44c59653-ab976b0d-52e6ce36-f3daf2d6.mp3],set,FALSE,~Freq 4000,1399818768048,Basic (and reversed card),,,,,,,,,,,,,,,77
ส่วน [sound:google-03433937-bf35b0af-76b51a5e-c4f48c93-e25b1e8d.mp3],section,FALSE,~Freq 4000,1399818768049,Basic (and reversed card),,,,,,,,,,,,,,,78
รับ [sound:google-0a239068-548c403f-e673cf6c-e5aa6268-012d0f71.mp3],receive,FALSE,~Freq 4000,1399818768050,Basic (and reversed card),,,,,,,,,,,,,,,79
แรก,first,FALSE,~Freq 4000,1399818768051,Basic (and reversed card),,,,,,,,,,,,,,,80
พระ [sound:google-7d801a53-e65f6093-9a37f08a-2b179dbf-c6d5518a.mp3],monk,FALSE,~Freq 4000,1399818768052,Basic (and reversed card),,,,,,,,,,,,,,,81
ทำงาน [sound:google-20ffe48c-6267bedd-cbfdfd70-93354158-3ec96a2a.mp3],work,FALSE,~Freq 4000,1399818768053,Basic (and reversed card),,,,,,,,,,,,,,,82
วัน [sound:google-67cdd219-636ea370-8aa0a96f-92ea8437-75c956d8.mp3],day,FALSE,~Freq 4000,1399818768054,Basic (and reversed card),,,,,,,,,,,,,,,83
ช่วย [sound:google-76889c19-efcb2534-ffe63246-97808a99-de0adbc7.mp3],help,FALSE,~Freq 4000,1399818768055,Basic (and reversed card),,,,,,,,,,,,,,,84
เพียง [sound:google-59999586-eff619fb-fe166804-19bbacb4-55152be0.mp3],only,FALSE,~Freq 4000,1399818768056,Basic (and reversed card),,,,,,,,,,,,,,,85
อาจ [sound:google-d4acca09-cc194afc-6b5d2034-ca216220-f1013284.mp3],may,FALSE,~Freq 4000,1399818768057,Basic (and reversed card),,,,,,,,,,,,,,,86
อื่น [sound:google-f0b7fbef-39e76c3d-037217a5-06650314-191cbdec.mp3],another,FALSE,~Freq 4000,1399818768058,Basic (and reversed card),,,,,,,,,,,,,,,87
ขนาด [sound:google-cfb7dc9e-9dc19972-c626ed53-7a0dd0c7-876fae65.mp3],size,FALSE,~Freq 4000,1399818768059,Basic (and reversed card),,,,,,,,,,,,,,,88
นัก [sound:google-373f29ea-d198d777-1cd3051a-98043898-40bfea53.mp3],very; extremely,FALSE,~Freq 4000,1399818768060,Basic (and reversed card),,,,,,,,,,,,,,,89
เริ่ม [sound:google-01f900f7-3ebf1fa0-bc3c36c2-e4602994-e682b6b3.mp3],begin,FALSE,~Freq 4000,1399818768061,Basic (and reversed card),,,,,,,,,,,,,,,90
เด็ก [sound:google-102e479e-8fc9b21f-a949075f-befdf755-57e10cb5.mp3],child,FALSE,~Freq 4000,1399818768062,Basic (and reversed card),,,,,,,,,,,,,,,91
ชีวิต [sound:google-05ff382e-4c6c5ea7-c7ac91cb-ea10aadb-70d41683.mp3],life,FALSE,~Freq 4000,1399818768063,Basic (and reversed card),,,,,,,,,,,,,,,92
สูง [sound:google-46157132-9cecc2dd-73f62578-68218748-c2abc1c4.mp3],high,FALSE,~Freq 4000,1399818768064,Basic (and reversed card),,,,,,,,,,,,,,,93
ก่อน [sound:google-f7950e8c-4d9f3e5a-dacce67c-add1ec6b-f0f5b446.mp3],before,FALSE,~Freq 4000,1399818768065,Basic (and reversed card),,,,,,,,,,,,,,,94
ต่อไป [sound:google-75f9d11b-19996b34-dace3c95-ecf7635d-8460c469.mp3],next,FALSE,~Freq 4000,1399818768066,Basic (and reversed card),,,,,,,,,,,,,,,95
เปลี่ยน [sound:google-a4d5eac8-e5f23747-bb8958ce-d829b5a5-4735b0d1.mp3],change,FALSE,~Freq 4000,1399818768067,Basic (and reversed card),,,,,,,,,,,,,,,96
ต่าง [sound:google-fa53086f-eb8d4793-2554fafb-95da6fca-65db45f8.mp3],different,FALSE,~Freq 4000,1399818768068,Basic (and reversed card),,,,,,,,,,,,,,,97
ดู [sound:google-3ebb4654-a2424040-2efbb602-83293b17-f4ba5e67.mp3],look at; examine,FALSE,~Freq 4000,1399818768069,Basic (and reversed card),,,,,,,,,,,,,,,98
แห่ง [sound:google-e8e01044-c8085c0f-45ae0789-31623a75-d4def93e.mp3],location; place; spot,FALSE,~Freq 4000,1399818768070,Basic (and reversed card),,,,,,,,,,,,,,,99
ใหญ่ [sound:google-2a682cc1-a578ec2d-b2c1fd25-371db14f-bda2da42.mp3],large,FALSE,~Freq 4000,1399818768071,Basic (and reversed card),,,,,,,,,,,,,,,100
กลุ่ม [sound:google-3447d64b-012bc2a6-c254ba36-8df9cfa6-67484183.mp3],group,FALSE,~Freq 4000,1399818768172,Basic (and reversed card),,,,,,,,,,,,,,,201
ช่วง [sound:google-d3468851-7823e64b-2d14e907-6871956a-d2baafbe.mp3],phase,FALSE,~Freq 4000,1399818768173,Basic (and reversed card),,,,,,,,,,,,,,,202
พอ [sound:google-6b250dc8-97f8d137-ad07d525-0549bf1a-bea3229b.mp3],enough,FALSE,~Freq 4000,1399818768174,Basic (and reversed card),,,,,,,,,,,,,,,203
อยาก [sound:google-74e62089-919f861b-e675172c-b257d52b-9daa2e74.mp3],want,FALSE,~Freq 4000,1399818768175,Basic (and reversed card),,,,,,,,,,,,,,,204
เงิน [sound:google-9062925f-ad3de3d6-27731c58-c83f100a-a521d660.mp3],money,FALSE,~Freq 4000,1399818768176,Basic (and reversed card),,,,,,,,,,,,,,,205
รวม [sound:google-3d705c53-8fa786c8-ed9cceca-53a888bc-3ee0879a.mp3],including,FALSE,~Freq 4000,1399818768177,Basic (and reversed card),,,,,,,,,,,,,,,206
หน้า [sound:google-202830d1-e2ec1129-d59399dd-358b5112-a7fa536f.mp3],page; front,FALSE,~Freq 4000,1399818768178,Basic (and reversed card),,,,,,,,,,,,,,,207
สี [sound:google-8a93dfca-65e8f344-d5a93505-f713fa34-40064a0d.mp3],color,FALSE,~Freq 4000,1399818768179,Basic (and reversed card),,,,,,,,,,,,,,,208
เขียน [sound:google-9cc2c856-deb79ac9-5428c9e3-5b26e85a-d165545f.mp3],write,FALSE,~Freq 4000,1399818768180,Basic (and reversed card),,,,,,,,,,,,,,,209
ฉัน [sound:google-5d0e0f7e-5cf69748-65626d73-83b62506-af311b50.mp3],I (mostly female),FALSE,~Freq 4000,1399818768181,Basic (and reversed card),,,,,,,,,,,,,,,210
ชาย [sound:google-e9450ea4-0fe3f6b5-6b816f2a-74cfa595-c293a789.mp3],man,FALSE,~Freq 4000,1399818768182,Basic (and reversed card),,,,,,,,,,,,,,,211
โอกาส [sound:google-c302d50a-5cbf5cee-39d61608-6f92e5dd-0f0fcf23.mp3],chance,FALSE,~Freq 4000,1399818768183,Basic (and reversed card),,,,,,,,,,,,,,,212
ดัง [sound:google-316ad274-79d29bc8-db394a14-aee0908d-e509ce38.mp3],as; loud,FALSE,~Freq 4000,1399818768184,Basic (and reversed card),,,,,,,,,,,,,,,213
เสมอ [sound:google-3a35f9d8-b1794e74-e0a70e82-20c31c6a-c104c549.mp3],always,FALSE,~Freq 4000,1399818768185,Basic (and reversed card),,,,,,,,,,,,,,,214
นาย [sound:google-2622fe11-7d2b7d59-eae9c384-5ef6a807-69fe565c.mp3],Mr.,FALSE,~Freq 4000,1399818768186,Basic (and reversed card),,,,,,,,,,,,,,,215
ชาติ [sound:google-ddca927d-91f4ce72-7e0e2d12-718f6b4d-4158aa72.mp3],nation,FALSE,~Freq 4000,1399818768187,Basic (and reversed card),,,,,,,,,,,,,,,216
แม่ [sound:google-47bffd0f-6ea40c40-5adebbf6-3a66bc58-5750382c.mp3],mother,FALSE,~Freq 4000,1399818768188,Basic (and reversed card),,,,,,,,,,,,,,,217
เรียน [sound:google-952bcde8-c36ee720-71636b9c-c59a0176-c3d80abd.mp3],study,FALSE,~Freq 4000,1399818768189,Basic (and reversed card),,,,,,,,,,,,,,,218
เสียง [sound:google-a5f202a2-003b5404-754ac073-e3355905-9c19b6e6.mp3],sound,FALSE,~Freq 4000,1399818768190,Basic (and reversed card),,,,,,,,,,,,,,,219
รัก [sound:google-fa95b631-55980d4a-321c52e0-c2847bd6-eff9f667.mp3],love,FALSE,~Freq 4000,1399818768191,Basic (and reversed card),,,,,,,,,,,,,,,220
ทราบ [sound:google-e4540eee-6dc69ab7-abb1bafa-c63b5b86-34fc0d16.mp3],know,FALSE,~Freq 4000,1399818768192,Basic (and reversed card),,,,,,,,,,,,,,,221
โรง [sound:google-84f7965b-508dada0-919771a0-741d0747-27b18f6f.mp3],building; structure,FALSE,~Freq 4000,1399818768193,Basic (and reversed card),,,,,,,,,,,,,,,222
เชื่อ [sound:google-16ac8c48-e7747064-e64ef1fb-c160ce41-ad7b1668.mp3],believe,FALSE,~Freq 4000,1399818768194,Basic (and reversed card),,,,,,,,,,,,,,,223
ตน [sound:google-8e1e7161-1e8e77ca-d4d012c1-8c4b9e3f-7cd55130.mp3],self,FALSE,~Freq 4000,1399818768195,Basic (and reversed card),,,,,,,,,,,,,,,224
ระดับ [sound:google-b843a27f-fd0528ab-8e7458c8-47465708-e520e4de.mp3],level; grade,FALSE,~Freq 4000,1399818768196,Basic (and reversed card),,,,,,,,,,,,,,,225
ครอบครัว [sound:google-09726293-6c3dc322-ff23dfbb-46dfe74a-cc3ccf02.mp3],family,FALSE,~Freq 4000,1399818768197,Basic (and reversed card),,,,,,,,,,,,,,,226
เปิด [sound:google-f3c9a647-19a6b727-90ebe35f-db08828a-a11ab303.mp3],open,FALSE,~Freq 4000,1399818768198,Basic (and reversed card),,,,,,,,,,,,,,,227
ชอบ [sound:google-2e768b13-dbb20036-b015cc0d-2126a2ac-befa2784.mp3],like,FALSE,~Freq 4000,1399818768199,Basic (and reversed card),,,,,,,,,,,,,,,228
ภายใน [sound:google-504dec8e-8ae30629-21923f3c-5e13ff47-35f9d2a0.mp3],within,FALSE,~Freq 4000,1399818768200,Basic (and reversed card),,,,,,,,,,,,,,,229
เหลือ [sound:google-ce54c28b-4e96c120-0d344199-1cd1e38c-ab1a6ab3.mp3],remainder,FALSE,~Freq 4000,1399818768201,Basic (and reversed card),,,,,,,,,,,,,,,230
แทน [sound:google-36bfc852-fc25cc14-a5a75c77-6acde9e1-27dd9c83.mp3],instead,FALSE,~Freq 4000,1399818768202,Basic (and reversed card),,,,,,,,,,,,,,,231
มอง [sound:google-c11f57c7-8c954cf8-97e0c3df-80e1e81c-5ebb97ea.mp3],view,FALSE,~Freq 4000,1399818768203,Basic (and reversed card),,,,,,,,,,,,,,,232
พวก [sound:google-30c412c9-aa2e4d11-49b1b4b4-7b2bf4a5-788acd50.mp3],group; party,FALSE,~Freq 4000,1399818768204,Basic (and reversed card),,,,,,,,,,,,,,,233
รูป [sound:google-39cb9c49-26006f14-e3a8e330-7426c365-22029511.mp3],image,FALSE,~Freq 4000,1399818768205,Basic (and reversed card),,,,,,,,,,,,,,,234
ญาติ [sound:google-7da0d96d-1a541701-2e046367-6eb02032-6568500b.mp3],relative,FALSE,~Freq 4000,1399818768206,Basic (and reversed card),,,,,,,,,,,,,,,235
ติด [sound:google-ac304dcb-6b57619c-ea4e3934-cb34a2e9-495691dd.mp3],stick; attached to,FALSE,~Freq 4000,1399818768207,Basic (and reversed card),,,,,,,,,,,,,,,236
หรือไม่ [sound:google-a706b6a7-dffce2d8-0e30697a-ff4761b2-8663dacb.mp3],or not,FALSE,~Freq 4000,1399818768208,Basic (and reversed card),,,,,,,,,,,,,,,237
วาง [sound:google-43d4c234-45496b51-32fc9981-dc1d8e86-50baa39f.mp3],to place; to lay,FALSE,~Freq 4000,1399818768209,Basic (and reversed card),,,,,,,,,,,,,,,238
ยาก [sound:google-a81959a8-6d754b89-e0c3f64e-e4605cdb-9c7302d6.mp3],difficult,FALSE,~Freq 4000,1399818768210,Basic (and reversed card),,,,,,,,,,,,,,,239
ฟัง [sound:google-6baa6d02-4c93e1b1-dfb479e6-2372b914-230c2a74.mp3],listen,FALSE,~Freq 4000,1399818768211,Basic (and reversed card),,,,,,,,,,,,,,,240
เดือน [sound:google-1cd66852-70cad0aa-7fc6d34a-f39c2c59-8e0ac9b1.mp3],month,FALSE,~Freq 4000,1399818768212,Basic (and reversed card),,,,,,,,,,,,,,,241
นาน [sound:google-8e729c06-25767b87-991b34ac-e878a5e4-f1902036.mp3],long time,FALSE,~Freq 4000,1399818768213,Basic (and reversed card),,,,,,,,,,,,,,,242
ระบบ [sound:google-3386f099-da1aaa79-6201dcf1-ad3940b5-0ea8034d.mp3],system,FALSE,~Freq 4000,1399818768214,Basic (and reversed card),,,,,,,,,,,,,,,243
ผู้หญิง [sound:google-48883f17-e2d06c72-b4d8a034-884432ce-dae48c05.mp3],female,FALSE,~Freq 4000,1399818768215,Basic (and reversed card),,,,,,,,,,,,,,,244
ภรรยา [sound:google-1afccdb4-d61506d3-cff28a96-269c774d-d7cf79fc.mp3],wife,FALSE,~Freq 4000,1399818768216,Basic (and reversed card),,,,,,,,,,,,,,,245
พัฒนา [sound:google-9d68cf5f-e0f10380-920719bb-d201628a-53a21016.mp3],develop,FALSE,~Freq 4000,1399818768217,Basic (and reversed card),,,,,,,,,,,,,,,246
ซื้อ [sound:google-2c344141-aca05e2e-ffefd246-a3dd9d65-96dd67c5.mp3],buy,FALSE,~Freq 4000,1399818768218,Basic (and reversed card),,,,,,,,,,,,,,,247
